STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
ANDHRA PRADESH,CHITTOOR,2007,129,72,2,31,0,31,102,47,55,27,0,25,217,1134,302,832,74,26,248,5,48,1101,25,118,197,395,0,620,2499,7095,1
ANDHRA PRADESH,CUDDAPAH,2007,96,47,3,32,0,32,76,68,8,4,0,8,163,420,106,314,85,30,221,4,29,982,8,139,94,242,0,467,2350,5500,1
ANDHRA PRADESH,CYBERABAD,2007,186,84,8,45,0,45,147,100,47,21,4,90,1165,2928,1124,1804,88,103,1192,5,74,3641,41,118,55,881,0,1188,2172,14236,1
ANDHRA PRADESH,EAST GODAVARI,2007,99,114,2,30,0,30,84,64,20,1,0,19,428,1361,398,963,26,75,320,19,52,2538,19,159,131,561,0,692,1850,8580,1
ANDHRA PRADESH,GUNTUR,2007,157,190,1,43,0,43,93,79,14,4,0,19,251,1128,290,838,60,42,376,18,77,1567,28,292,214,569,0,612,2918,8659,1
ANDHRA PRADESH,HYDERABAD CITY,2007,121,147,9,58,0,58,148,74,74,6,0,96,993,4542,1685,2857,214,116,1669,7,37,4352,41,216,128,1365,0,502,2624,17391,1
ANDHRA PRADESH,KARIMNAGAR,2007,123,95,5,73,0,73,152,135,17,3,0,16,301,803,8,795,158,52,432,0,55,2971,61,315,278,687,0,483,1472,8535,1
ANDHRA PRADESH,KHAMMAM,2007,125,58,5,81,0,81,104,73,31,4,0,27,242,562,93,469,159,20,162,10,28,1137,28,176,272,422,0,463,2130,6215,1
ANDHRA PRADESH,KURNOOL,2007,124,119,2,36,0,36,85,64,21,12,0,11,247,406,121,285,88,37,226,12,41,1234,7,327,219,364,0,465,2097,6159,1
ANDHRA PRADESH,MAHABOOBNAGAR,2007,173,63,31,87,0,87,86,75,11,10,0,34,261,759,6,753,87,19,198,4,77,2151,27,132,21,218,0,666,1285,6389,1
ANDHRA PRADESH,MEDAK,2007,128,95,13,51,0,51,65,56,9,2,0,25,268,602,133,469,62,11,253,3,66,1869,49,115,96,346,0,963,988,6070,1
ANDHRA PRADESH,NALGONDA,2007,135,55,4,69,0,69,87,75,12,8,0,45,240,468,109,359,117,16,232,6,82,1816,36,233,112,429,0,718,3052,7960,1
ANDHRA PRADESH,NELLORE,2007,68,81,3,44,0,44,67,65,2,2,0,11,239,718,169,549,63,30,168,5,59,2299,14,203,123,331,0,416,1047,5991,1
ANDHRA PRADESH,NIZAMABAD,2007,151,77,9,23,0,23,60,48,12,22,1,17,287,490,83,407,84,20,161,5,40,1695,25,88,59,455,0,418,991,5178,1
ANDHRA PRADESH,PRAKASHAM,2007,78,63,1,40,0,40,74,65,9,4,0,20,207,511,126,385,27,27,199,12,122,1303,7,171,266,261,0,352,1910,5655,1
ANDHRA PRADESH,WARANGAL,2007,106,61,5,57,0,57,138,109,29,1,0,15,277,697,202,495,217,8,294,9,63,1690,56,279,50,608,0,469,2233,7333,1
ANDHRA PRADESH,WEST GODAVARI,2007,62,106,0,52,0,52,117,80,37,3,0,8,279,1194,227,967,33,45,365,22,24,2223,22,309,155,573,0,523,1319,7434,1
ASSAM,BARPETA,2007,40,7,3,83,0,83,87,81,6,19,2,19,151,211,19,192,213,40,23,3,12,112,10,16,0,180,0,177,631,2039,1
ASSAM,CACHAR,2007,61,20,0,58,0,58,117,105,12,28,2,13,173,505,37,468,250,43,44,6,40,326,4,30,0,364,0,374,1219,3677,1
ASSAM,DHUBRI,2007,44,42,1,148,0,148,138,111,27,7,2,17,102,198,11,187,664,76,103,16,32,311,12,128,0,392,0,359,465,3257,1
ASSAM,DIBRUGARH,2007,112,17,2,55,0,55,93,2,91,9,0,23,87,436,28,408,23,35,6,3,15,364,0,29,0,30,0,103,464,1906,1
ASSAM,GOLAGHAT,2007,80,23,6,64,0,64,78,58,20,2,0,29,95,281,25,256,0,23,33,4,18,280,0,50,0,99,0,87,216,1468,1
ASSAM,JORHAT,2007,46,14,6,45,0,45,70,59,11,2,0,16,92,299,48,251,90,20,24,3,13,175,3,21,0,55,0,60,580,1634,1
ASSAM,KAMRUP,2007,47,24,40,74,0,74,63,36,27,25,0,26,96,393,124,269,85,22,87,8,12,331,0,7,0,144,0,109,671,2264,1
ASSAM,LAKHIMPUR,2007,41,18,5,62,0,62,84,82,2,6,0,8,102,166,1,165,87,30,28,2,16,387,0,47,0,147,0,40,482,1758,1
ASSAM,NAGAON,2007,92,49,5,114,0,114,208,203,5,51,1,58,236,394,89,305,229,53,74,5,48,578,11,5,9,225,0,299,796,3540,1
ASSAM,SIBSAGAR,2007,78,43,1,53,0,53,54,43,11,8,0,28,119,295,31,264,39,20,34,1,6,145,0,24,0,104,0,154,969,2175,1
ASSAM,SONITPUR,2007,102,16,2,70,0,70,80,75,5,9,0,23,128,460,23,437,97,29,40,3,10,148,8,20,0,155,0,247,1079,2726,1
ASSAM,TINSUKIA,2007,143,6,0,57,0,57,91,76,15,8,0,21,102,533,9,524,13,36,22,2,7,21,0,9,0,92,0,0,1056,2219,1
BIHAR,BEGUSARAI,2007,100,145,2,25,0,25,85,38,47,8,0,73,55,329,50,279,272,41,56,2,21,501,43,15,0,34,0,189,1201,3197,1
BIHAR,BHAGALPUR,2007,92,85,11,25,0,25,76,59,17,15,4,31,114,425,115,310,210,20,75,3,13,604,21,33,2,16,0,73,1072,3020,1
BIHAR,BHOJPUR,2007,112,133,5,41,0,41,57,40,17,11,2,47,112,333,65,268,222,58,100,1,45,1381,42,60,0,83,0,123,145,3113,1
BIHAR,DARBHANGA,2007,72,109,5,47,0,47,91,60,31,10,1,19,63,318,29,289,55,76,149,1,40,97,39,41,0,59,0,84,2012,3388,1
BIHAR,GAYA,2007,157,170,11,28,0,28,59,55,4,48,8,90,118,439,128,311,316,6,62,0,61,1431,74,15,0,15,0,93,205,3406,1
BIHAR,KATIHAR,2007,71,50,1,149,0,149,135,90,45,8,2,26,55,165,23,142,200,107,119,0,13,418,14,25,0,27,0,45,988,2618,1
BIHAR,MADHUBANI,2007,76,176,11,47,0,47,71,46,25,17,2,16,71,228,16,212,318,31,40,0,24,913,27,36,0,29,0,65,1427,3625,1
BIHAR,MOTIHARI,2007,111,88,9,25,0,25,104,71,33,25,2,41,128,444,84,360,348,44,29,1,34,1728,61,20,0,37,0,84,970,4333,1
BIHAR,MUNGER,2007,76,63,0,25,0,25,52,26,26,5,0,37,40,237,56,181,246,8,33,3,6,10,10,0,0,52,0,42,1092,2037,1
BIHAR,MUZAFFARPUR,2007,143,26,19,77,0,77,169,64,105,31,6,74,197,875,173,702,402,89,119,0,36,12,93,12,0,87,0,250,3031,5748,1
BIHAR,NALANDA,2007,102,62,15,14,0,14,105,51,54,18,3,41,72,406,34,372,160,71,105,0,17,972,57,33,0,104,0,260,1142,3759,1
BIHAR,PURNEA,2007,101,79,11,219,0,219,143,58,85,31,1,54,101,220,50,170,175,45,68,1,22,146,17,61,0,63,4,104,916,2582,1
BIHAR,ROHTAS,2007,89,207,0,23,0,23,29,26,3,11,0,36,106,287,35,252,124,45,12,5,25,175,58,21,0,34,0,250,1288,2825,1
BIHAR,SAMASTIPUR,2007,78,205,33,54,0,54,98,29,69,14,17,42,86,320,55,265,312,29,37,0,47,311,55,11,7,42,25,201,1130,3154,1
BIHAR,SARAN,2007,112,345,13,57,0,57,41,30,11,39,3,93,110,410,57,353,331,44,165,0,53,1268,47,4,0,39,0,109,273,3556,1
BIHAR,SIWAN,2007,80,61,15,17,0,17,75,21,54,24,2,70,75,202,73,129,121,15,85,5,34,782,32,9,2,45,0,84,577,2412,1
BIHAR,VAISHALI,2007,120,35,12,23,0,23,131,74,57,9,2,51,157,354,26,328,267,62,51,2,36,211,68,46,0,36,0,136,1891,3700,1
CHHATTISGARH,BILASPUR,2007,93,43,5,61,0,61,22,22,0,3,1,62,527,784,294,490,158,10,34,7,19,1421,26,179,8,129,0,209,1780,5581,1
CHHATTISGARH,DURG,2007,76,47,2,119,0,119,35,22,13,7,2,51,456,808,274,534,55,10,74,1,20,450,14,200,13,101,0,348,3195,6084,1
CHHATTISGARH,RAIPUR,2007,110,77,3,120,0,120,53,39,14,8,1,61,714,1172,517,655,139,56,105,11,36,1535,15,253,28,131,0,491,3225,8344,1
GUJARAT,BHAVNAGAR,2007,43,37,0,18,0,18,104,90,14,12,0,76,338,879,258,621,156,61,61,29,30,116,1,94,35,280,0,6,3671,6047,1
GUJARAT,SURAT COMMR.,2007,108,31,3,24,0,24,117,80,37,15,1,42,447,2423,1587,836,111,57,182,25,6,848,21,44,8,332,0,357,5784,10986,1
HARYANA,FARIDABAD,2007,65,36,2,37,0,37,154,117,37,11,47,32,329,1268,973,295,153,120,25,4,10,224,19,23,0,167,0,263,1531,4520,1
HARYANA,GURGAON,2007,93,58,4,40,0,40,111,75,36,32,47,123,724,2230,1530,700,97,60,183,5,6,152,17,36,43,122,0,22,2150,6355,1
JAMMU & KASHMIR,BARAMULLA,2007,47,79,3,31,0,31,102,90,12,4,0,3,148,181,17,164,83,8,16,5,23,19,0,93,28,2,0,0,669,1544,1
JHARKHAND,BOKARO,2007,60,21,0,57,0,57,43,36,7,18,2,45,108,622,142,480,125,69,35,0,0,0,21,7,0,62,0,0,1456,2751,1
JHARKHAND,CHAIBASA,2007,127,32,2,43,0,43,19,9,10,10,2,21,21,135,29,106,41,5,26,0,1,61,6,10,0,21,0,27,415,1025,1
JHARKHAND,DHANBAD,2007,80,56,7,41,0,41,87,68,19,40,3,58,180,851,312,539,299,45,74,1,6,279,29,32,9,38,0,2,1495,3712,1
JHARKHAND,GUMLA,2007,137,59,3,60,0,60,34,29,5,24,0,45,8,91,21,70,27,3,11,8,12,0,1,11,0,9,0,0,436,979,1
JHARKHAND,HAZARIBAGH,2007,78,72,6,41,0,41,28,25,3,56,7,54,136,635,87,548,157,20,207,0,24,149,45,40,0,86,0,72,864,2777,1
JHARKHAND,JAMSHEDPUR,2007,92,67,7,65,0,65,39,31,8,17,2,62,149,944,334,610,118,106,78,0,12,826,20,30,0,56,0,172,609,3471,1
JHARKHAND,RANCHI,2007,203,78,24,53,0,53,88,64,24,69,5,146,171,1177,437,740,204,64,64,2,23,642,17,27,2,100,0,172,1518,4849,1
KARNATAKA,BANGALORE RURAL,2007,176,43,0,29,0,29,43,13,30,18,0,55,330,834,173,661,504,23,86,0,10,1012,32,99,0,103,0,0,5180,8577,1
KARNATAKA,BELGAUM,2007,110,84,3,22,0,22,42,28,14,7,1,51,224,459,202,257,372,21,253,8,39,944,10,129,2,232,0,21,3744,6778,1
KARNATAKA,GULBARGA,2007,91,90,1,35,0,35,54,38,16,9,3,64,185,262,83,179,498,17,77,2,46,1205,19,91,0,127,0,19,2057,4952,1
MADHYA PRADESH,BETUL,2007,51,48,0,156,0,156,18,17,1,2,0,20,154,200,63,137,8,0,19,0,20,387,13,174,14,72,0,120,1608,3084,1
MADHYA PRADESH,BHOPAL,2007,74,76,1,82,0,82,48,43,5,3,1,196,978,2284,1300,984,79,20,133,5,19,1797,24,212,41,137,0,547,7308,14065,1
MADHYA PRADESH,DHAR,2007,78,58,5,82,0,82,22,18,4,2,6,19,140,465,182,283,75,25,131,0,30,679,35,157,17,56,0,187,2351,4620,1
MADHYA PRADESH,GWALIOR,2007,70,139,19,74,0,74,68,46,22,4,11,198,1049,1623,982,641,186,34,95,2,22,1242,33,170,20,130,0,248,4401,9838,1
MADHYA PRADESH,INDORE,2007,111,151,4,102,0,102,49,35,14,6,3,175,936,3363,2130,1233,198,44,113,4,61,1613,21,276,55,319,0,427,8843,16874,1
MADHYA PRADESH,JABALPUR,2007,81,156,0,77,0,77,40,31,9,1,5,104,554,1035,590,445,145,10,141,7,24,3194,42,290,65,144,0,233,4597,10945,1
MADHYA PRADESH,JHABUA,2007,109,51,3,35,0,35,14,14,0,2,0,14,76,140,44,96,28,1,7,0,27,550,3,66,0,16,0,0,1153,2295,1
MADHYA PRADESH,SAGAR,2007,80,101,0,115,0,115,32,30,2,0,1,50,453,557,119,438,80,10,24,0,56,3029,30,345,29,125,0,164,2913,8194,1
MADHYA PRADESH,SATNA,2007,90,46,2,84,0,84,27,17,10,4,9,61,422,497,228,269,65,7,22,0,23,941,38,191,7,101,0,235,2380,5252,1
MADHYA PRADESH,SHIVPURI,2007,64,70,5,91,0,91,29,17,12,5,3,52,217,312,267,45,71,10,38,0,33,818,23,152,1,36,0,163,1985,4178,1
MADHYA PRADESH,SIDHI,2007,61,25,3,82,0,82,44,37,7,4,1,31,335,307,36,271,59,9,41,2,13,637,24,184,10,80,0,138,2514,4604,1
MADHYA PRADESH,UJJAIN,2007,70,131,4,79,0,79,33,29,4,7,7,123,387,970,299,671,102,36,72,1,24,717,14,168,36,199,0,130,4442,7752,1
MAHARASHTRA,AHMEDNAGAR,2007,99,73,2,55,0,55,37,25,12,49,5,107,458,1344,425,919,397,44,135,7,54,772,3,132,12,475,0,575,1918,6753,1
MAHARASHTRA,BEED,2007,69,50,0,23,0,23,48,37,11,34,7,88,303,645,164,481,484,24,43,1,82,997,18,91,6,353,0,259,841,4466,1
MAHARASHTRA,JALGAON,2007,94,38,1,52,0,52,27,27,0,20,3,49,211,667,138,529,264,60,255,0,16,671,20,75,19,420,0,338,1299,4599,1
MAHARASHTRA,NANDED,2007,83,82,6,33,0,33,40,29,11,18,6,54,317,514,128,386,307,26,121,4,54,1137,19,83,7,213,0,198,1332,4654,1
MAHARASHTRA,NASIK RURAL,2007,80,56,3,44,0,44,29,16,13,27,10,35,226,559,134,425,406,60,86,4,13,839,8,91,53,326,0,580,1364,4899,1
MAHARASHTRA,PUNE RURAL,2007,130,51,12,59,0,59,41,25,16,37,36,73,377,1078,455,623,272,74,186,4,29,655,17,101,16,203,0,961,1832,6244,1
MAHARASHTRA,SATARA,2007,75,26,5,43,0,43,38,26,12,19,5,73,381,966,249,717,179,35,110,5,24,480,9,59,13,256,0,377,1157,4335,1
MAHARASHTRA,SOLAPUR RURAL,2007,77,53,5,46,0,46,35,21,14,21,16,65,255,655,182,473,270,20,49,3,38,668,4,63,17,128,0,444,1288,4220,1
MAHARASHTRA,THANE COMMR.,2007,120,74,4,78,0,78,110,68,42,32,34,146,1136,2479,1010,1469,323,97,477,19,24,1352,20,148,20,355,0,352,1511,8911,1
MAHARASHTRA,THANE RURAL,2007,128,39,6,67,0,67,46,39,7,49,20,92,513,853,267,586,300,42,126,9,22,759,7,108,29,139,0,679,1234,5267,1
MAHARASHTRA,YAVATMAL,2007,70,50,7,49,0,49,32,31,1,9,0,66,263,994,141,853,119,20,63,0,45,979,8,129,27,174,0,221,1624,4949,1
ODISHA,CUTTACK,2007,42,40,0,41,0,41,68,63,5,13,6,136,261,753,261,492,104,8,79,2,23,82,48,47,13,36,0,571,1546,3919,1
ODISHA,KEONJHAR,2007,81,85,0,41,0,41,35,32,3,6,0,54,82,231,57,174,88,24,38,2,24,35,21,211,10,25,0,444,354,1891,1
ODISHA,KHURDA,2007,56,59,4,53,0,53,79,60,19,23,2,175,475,1310,574,736,93,25,346,1,23,1585,20,52,11,53,0,192,1415,6052,1
ODISHA,MAYURBHANJ,2007,98,54,0,74,0,74,32,29,3,6,5,47,96,290,29,261,30,13,48,4,12,352,16,176,22,68,0,231,760,2434,1
ODISHA,SUNDARGARH,2007,85,60,0,43,0,43,42,35,7,20,1,38,84,212,40,172,34,18,17,0,9,443,2,77,5,12,0,256,464,1922,1
PUNJAB,JALANDHAR,2007,63,118,32,54,0,54,113,82,31,5,11,11,332,630,285,345,0,12,537,8,14,615,12,48,2,120,0,240,878,3855,1
PUNJAB,LUDHIANA,2007,63,76,8,58,0,58,120,93,27,3,20,19,273,664,334,330,0,31,310,4,6,276,9,25,13,107,0,285,1039,3409,1
RAJASTHAN,AJMER,2007,53,71,1,31,0,31,89,65,24,2,1,24,270,867,344,523,55,22,617,4,13,281,19,105,3,515,0,447,3218,6708,1
RAJASTHAN,ALWAR,2007,89,62,4,73,0,73,109,65,44,0,7,38,178,1241,576,665,35,56,746,4,32,2022,43,141,1,391,0,466,2461,8199,1
RAJASTHAN,BHARATPUR,2007,69,48,5,62,0,62,112,83,29,32,11,22,69,772,290,482,22,16,552,4,50,479,30,41,1,360,0,210,3964,6931,1
RAJASTHAN,BHILWARA,2007,34,46,4,48,0,48,66,47,19,1,0,47,227,596,302,294,24,9,379,1,14,113,10,80,1,329,0,245,2355,4629,1
RAJASTHAN,CHITTORGARH,2007,48,48,3,92,0,92,147,119,28,4,2,38,230,628,170,458,132,28,301,3,46,1758,6,155,2,530,0,241,1800,6242,1
RAJASTHAN,GANGANAGAR,2007,61,73,1,66,0,66,56,44,12,1,0,18,191,388,106,282,0,36,686,2,6,959,11,64,2,625,0,157,1769,5172,1
RAJASTHAN,JAIPUR EAST,2007,14,31,0,25,0,25,65,45,20,4,2,102,358,2295,1413,882,121,52,462,5,5,42,7,38,0,159,0,218,2522,6527,1
RAJASTHAN,JAIPUR RURAL,2007,66,25,7,39,0,39,85,66,19,1,2,24,246,1097,349,748,105,38,848,0,44,638,25,127,5,204,0,698,4605,8929,1
RAJASTHAN,KOTA CITY,2007,22,154,2,25,0,25,84,66,18,1,2,62,137,897,589,308,10,25,384,0,10,145,10,41,1,261,0,118,1270,3661,1
RAJASTHAN,UDAIPUR,2007,84,85,7,94,0,94,135,108,27,2,1,77,267,630,219,411,273,25,496,3,44,1297,10,189,2,297,0,344,2661,7023,1
TAMIL NADU,CHENNAI,2007,145,247,4,46,0,46,83,59,24,8,0,74,654,2117,338,1779,115,14,433,9,11,1224,43,108,126,323,0,1125,9599,16508,1
TAMIL NADU,COIMBATORE RURAL,2007,87,62,1,16,0,16,84,71,13,7,0,27,286,1044,327,717,190,17,169,7,17,776,11,121,8,163,0,867,10400,14360,1
TAMIL NADU,CUDDALORE,2007,61,114,0,28,0,28,57,57,0,4,0,28,117,490,141,349,152,0,32,0,41,603,3,28,113,50,0,387,4601,6909,1
TAMIL NADU,SALEM RURAL,2007,67,54,2,25,0,25,71,60,11,8,2,21,55,202,45,157,191,0,25,0,40,1255,6,125,0,69,0,385,2605,5208,1
TAMIL NADU,THIRUNELVELI RURAL,2007,80,262,1,35,0,35,56,54,2,1,0,46,170,416,43,373,2,7,87,7,75,871,5,96,0,105,0,284,5004,7610,1
TAMIL NADU,VILLUPURAM,2007,70,76,5,58,0,58,64,53,11,4,2,24,89,369,140,229,282,3,49,1,35,664,5,72,22,83,0,630,4312,6919,1
TRIPURA,WEST,2007,65,14,1,77,0,77,44,36,8,12,2,23,85,185,32,153,70,23,28,3,9,251,22,92,3,245,0,99,589,1942,1
UTTAR PRADESH,AGRA,2007,123,141,55,30,0,30,209,149,60,11,0,57,213,1483,1039,444,218,151,324,16,4,409,78,82,107,380,0,409,1635,6135,1
UTTAR PRADESH,ALIGARH,2007,166,154,33,50,0,50,147,96,51,3,16,67,105,680,326,354,164,82,197,12,20,324,70,74,37,237,0,299,814,3751,1
UTTAR PRADESH,ALLAHABAD,2007,143,85,43,26,0,26,100,81,19,3,1,47,217,606,278,328,106,75,209,3,6,357,63,40,48,207,0,257,1775,4417,1
UTTAR PRADESH,BADAUN,2007,88,110,58,11,0,11,53,40,13,4,0,17,26,158,28,130,15,15,41,3,14,176,31,29,18,25,0,24,915,1831,1
UTTAR PRADESH,BARABANKI,2007,62,44,13,25,0,25,70,63,7,13,0,24,75,161,52,109,39,81,35,0,0,205,35,28,34,106,0,141,740,1931,1
UTTAR PRADESH,BAREILLY,2007,138,171,37,62,0,62,126,95,31,5,0,62,104,514,193,321,97,100,232,11,0,194,54,97,99,235,0,20,2476,4834,1
UTTAR PRADESH,BIJNOR,2007,99,51,25,27,0,27,68,48,20,7,0,35,36,178,75,103,70,43,152,2,0,340,26,33,75,188,0,142,473,2070,1
UTTAR PRADESH,BULANDSHAHAR,2007,146,160,24,44,0,44,120,93,27,1,0,33,63,400,156,244,105,69,209,3,2,417,36,75,120,227,0,163,1588,4005,1
UTTAR PRADESH,ETAH,2007,141,194,28,39,0,39,107,66,41,1,0,27,81,297,122,175,116,38,118,3,17,228,56,48,22,77,0,215,870,2723,1
UTTAR PRADESH,ETAWAH,2007,66,69,7,14,0,14,84,54,30,2,0,32,52,220,106,114,16,44,73,2,5,153,28,31,37,115,0,182,976,2208,1
UTTAR PRADESH,FATEHGARH,2007,64,90,11,21,0,21,71,41,30,3,1,27,38,103,40,63,32,23,47,2,1,65,24,32,16,79,0,21,617,1388,1
UTTAR PRADESH,FIROZABAD,2007,123,143,15,28,0,28,109,69,40,30,3,74,85,318,161,157,152,65,80,0,7,233,56,58,51,155,0,4,863,2652,1
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,75,71,16,17,0,17,83,64,19,3,1,47,138,1349,825,524,83,75,230,4,0,17,14,41,51,73,0,16,873,3277,1
UTTAR PRADESH,GHAZIABAD,2007,150,135,46,33,0,33,158,108,50,4,2,45,117,1031,628,403,69,181,333,12,7,60,37,30,85,204,0,315,1266,4320,1
UTTAR PRADESH,GORAKHPUR,2007,75,58,37,19,0,19,58,51,7,0,0,15,90,348,214,134,78,58,88,6,1,255,23,22,76,83,0,255,431,2076,1
UTTAR PRADESH,HARDOI,2007,86,54,22,33,0,33,47,38,9,1,0,17,35,163,34,129,22,49,70,0,3,262,42,45,26,57,0,171,601,1806,1
UTTAR PRADESH,HATHRAS,2007,56,54,18,16,0,16,71,50,21,32,1,57,51,197,74,123,88,53,89,0,0,145,17,48,26,179,0,104,577,1879,1
UTTAR PRADESH,KHIRI,2007,93,66,48,47,0,47,75,72,3,6,2,21,67,276,93,183,42,25,104,1,4,293,57,48,25,67,0,50,891,2308,1
UTTAR PRADESH,MAINPURI,2007,108,137,24,11,0,11,72,46,26,58,0,65,54,251,119,132,72,70,101,5,1,186,48,32,22,54,0,15,846,2232,1
UTTAR PRADESH,MATHURA,2007,83,115,14,36,0,36,74,45,29,9,1,44,87,610,377,233,141,119,370,7,11,181,26,62,50,250,0,273,1402,3965,1
UTTAR PRADESH,MEERUT,2007,195,189,21,39,0,39,150,109,41,7,1,86,167,854,414,440,148,116,330,24,6,153,38,63,163,405,0,229,1026,4410,1
UTTAR PRADESH,MORADABAD,2007,130,138,59,58,0,58,129,97,32,4,0,44,112,597,246,351,95,49,206,8,2,80,34,83,115,212,0,132,2017,4304,1
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,170,26,37,0,37,154,100,54,12,2,75,89,532,230,302,142,69,191,16,0,12,34,56,72,277,0,123,1418,3720,1
UTTAR PRADESH,RAMPUR,2007,57,71,19,40,0,40,61,54,7,5,1,47,37,274,58,216,52,68,169,7,4,9,18,50,13,10,0,105,1021,2138,1
UTTAR PRADESH,SHAHJAHANPUR,2007,126,125,35,52,0,52,102,69,33,19,0,48,84,244,87,157,59,60,129,0,11,189,56,84,43,13,0,198,1014,2691,1
UTTAR PRADESH,SITAPUR,2007,112,81,39,67,0,67,102,84,18,7,1,43,87,466,61,405,57,100,92,2,15,273,61,69,20,119,0,105,963,2881,1
UTTAR PRADESH,SULTANPUR,2007,59,61,24,34,0,34,50,47,3,1,0,37,103,198,92,106,41,41,59,3,0,268,21,30,13,57,0,168,326,1594,1
UTTAR PRADESH,UNNAO,2007,94,61,37,30,0,30,68,61,7,6,0,32,41,165,58,107,45,36,51,3,0,155,52,37,26,61,0,137,423,1560,1
UTTAR PRADESH,VARANASI,2007,66,61,21,20,0,20,50,38,12,2,0,44,182,917,687,230,119,114,257,14,2,269,35,20,120,197,0,79,1195,3784,1
UTTARAKHAND,HARIDWAR,2007,55,59,13,28,0,28,72,59,13,19,3,70,102,472,210,262,99,43,259,6,9,352,16,31,31,170,0,198,427,2534,1
WEST BENGAL,BURDWAN,2007,122,14,30,69,0,69,54,51,3,13,24,28,18,517,185,332,212,4,103,7,4,179,31,135,1,489,0,892,1438,4384,1
WEST BENGAL,COOCHBEHAR,2007,34,10,7,139,0,139,68,60,8,1,2,8,15,160,33,127,50,13,25,5,1,105,6,122,0,320,0,82,878,2051,1
WEST BENGAL,HOOGHLY,2007,90,97,32,57,0,57,46,45,1,12,73,24,39,631,122,509,281,38,21,1,11,305,16,48,0,549,0,204,1057,3632,1
WEST BENGAL,HOWRAH,2007,69,16,10,45,0,45,83,70,13,4,61,17,8,635,157,478,180,23,152,1,7,463,33,87,6,422,0,301,1450,4073,1
WEST BENGAL,JALPAIGURI,2007,122,56,40,235,0,235,202,170,32,5,10,35,55,1538,95,1443,69,86,46,6,5,490,14,211,1,632,0,207,2589,6654,1
WEST BENGAL,KOLKATA,2007,36,71,12,44,0,44,114,88,26,2,63,74,114,2924,621,2303,220,222,1126,14,0,1241,8,189,58,296,3,459,3611,10901,1
WEST BENGAL,MALDA,2007,88,63,23,103,0,103,73,67,6,4,19,15,12,273,103,170,35,6,24,17,0,306,11,103,13,266,0,2,719,2175,1
WEST BENGAL,MURSHIDABAD,2007,132,61,30,369,0,369,140,123,17,10,52,17,10,655,103,552,212,7,91,20,11,720,32,250,6,945,0,246,1227,5243,1
WEST BENGAL,NADIA,2007,99,69,9,183,0,183,175,175,0,18,44,14,7,863,51,812,193,0,214,8,9,988,42,249,0,861,0,217,1361,5623,1
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,39,14,60,0,60,61,61,0,10,44,31,19,328,44,284,204,46,53,4,9,131,31,83,1,407,0,4,1249,2933,1
WEST BENGAL,PURAB MIDNAPUR,2007,76,41,12,41,0,41,75,75,0,8,0,10,19,242,37,205,741,43,29,2,3,12,24,36,1,373,0,320,991,3099,1
WEST BENGAL,UTTAR DINAJPUR,2007,53,70,13,76,0,76,62,55,7,1,14,21,10,295,56,239,25,15,16,8,13,238,12,58,0,183,0,184,652,2019,1
DELHI UT,EAST,2007,34,61,8,73,0,73,145,102,43,7,27,102,196,2239,1183,1056,17,35,201,4,3,218,16,112,24,202,0,18,2274,6016,1
DELHI UT,NORTH-EAST,2007,66,74,9,89,0,89,241,200,41,2,11,55,206,1287,732,555,2,32,91,5,0,247,17,120,13,249,0,48,2257,5121,1
DELHI UT,NORTH-WEST,2007,57,52,11,51,0,51,208,120,88,4,22,63,272,1841,1206,635,6,31,199,2,1,141,7,64,3,151,0,10,1993,5189,1
DELHI UT,SOUTH-WEST,2007,51,43,8,51,0,51,148,111,37,7,8,47,304,1802,960,842,9,41,154,2,8,147,19,85,14,222,0,18,3633,6821,1
DELHI UT,WEST,2007,60,37,14,64,0,64,169,117,52,0,11,38,232,2020,1232,788,3,64,199,3,2,257,16,102,12,285,0,28,2775,6391,1
ANDHRA PRADESH,ADILABAD,2008,73,82,14,50,0,50,41,26,15,3,0,20,248,427,56,371,100,17,135,1,45,1289,5,174,103,355,0,336,1782,5300,1
ANDHRA PRADESH,ANANTAPUR,2008,154,80,4,37,0,37,90,36,54,10,0,20,222,496,187,309,51,24,108,15,0,1050,12,133,132,0,0,334,2762,5734,1
