STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
PUNJAB,TARN TARAN,2009,36,33,4,27,0,27,18,13,5,3,3,4,55,62,23,39,0,5,108,15,0,167,3,16,1,6,0,85,212,863,0
RAJASTHAN,BANSWARA,2009,33,12,0,40,0,40,53,49,4,0,0,11,47,114,50,64,59,8,100,5,22,674,3,43,0,143,0,121,798,2286,0
RAJASTHAN,BARMER,2009,21,29,0,31,0,31,29,29,0,0,0,6,89,224,66,158,8,8,288,1,28,519,14,96,0,150,0,176,1393,3110,0
RAJASTHAN,BIKANER,2009,41,77,1,37,0,37,38,36,2,0,0,4,114,301,88,213,0,5,353,1,21,429,11,83,0,353,0,268,1746,3883,0
RAJASTHAN,CHURU,2009,32,26,1,33,0,33,45,22,23,0,0,3,103,196,52,144,1,5,424,3,15,512,11,19,0,296,0,186,1254,3165,0
RAJASTHAN,DAUSA,2009,29,30,0,13,0,13,92,62,30,0,0,26,93,869,583,286,14,12,261,0,13,159,14,19,0,144,0,242,3062,5092,0
RAJASTHAN,DHOLPUR,2009,48,87,1,30,0,30,67,52,15,2,5,23,62,519,218,301,8,6,193,0,8,1599,32,19,0,180,0,88,1197,4174,0
RAJASTHAN,DUNGARPUR,2009,29,15,1,29,0,29,43,36,7,1,0,9,47,72,26,46,54,18,38,2,17,132,11,47,0,97,0,110,1123,1895,0
RAJASTHAN,G.R.P.,2009,9,5,0,1,0,1,2,1,1,2,1,2,0,543,38,505,2,1,4,2,0,0,2,9,0,0,0,4,339,928,0
RAJASTHAN,HANUMANGARH,2009,48,72,1,54,0,54,49,43,6,0,0,6,77,204,66,138,0,19,578,1,5,446,16,60,0,266,0,145,1674,3721,0
RAJASTHAN,JAIPUR NORTH,2009,17,35,0,23,0,23,76,72,4,1,0,44,122,866,535,331,29,44,629,2,0,455,9,31,0,202,0,136,1184,3905,0
RAJASTHAN,JAIPUR SOUTH,2009,14,27,1,17,0,17,73,62,11,0,2,86,340,1835,1244,591,52,211,1166,5,8,288,5,18,0,192,0,167,1614,6121,0
RAJASTHAN,JAISALMER,2009,8,3,1,5,0,5,13,9,4,0,0,5,68,110,33,77,4,4,54,0,8,169,5,18,0,23,0,51,488,1037,0
RAJASTHAN,JALORE,2009,21,14,1,19,0,19,34,26,8,1,0,8,90,195,80,115,20,20,174,2,18,39,9,39,0,142,0,131,1707,2684,0
RAJASTHAN,JHALAWAR,2009,47,50,7,55,0,55,58,45,13,3,3,23,110,499,248,251,59,19,189,0,34,995,7,215,3,379,0,154,1436,4345,0
RAJASTHAN,JHUNJHUNU,2009,40,21,0,41,0,41,60,50,10,0,3,16,118,398,105,293,44,12,441,0,18,1337,13,39,0,280,0,190,1166,4237,0
RAJASTHAN,JODHPUR CITY,2009,17,56,2,15,0,15,68,55,13,3,0,33,202,788,608,180,6,21,590,5,8,474,9,40,1,242,0,130,995,3705,0
RAJASTHAN,JODHPUR RURAL,2009,23,32,0,27,0,27,40,29,11,3,0,12,117,220,63,157,3,11,199,1,19,933,19,43,0,97,0,243,864,2906,0
RAJASTHAN,KOTA RURAL,2009,24,57,2,29,0,29,39,32,7,1,2,21,64,176,85,91,22,9,147,0,10,204,4,99,3,230,0,106,1105,2354,0
RAJASTHAN,PRATAPGARH,2009,27,24,0,54,0,54,63,59,4,0,0,2,53,96,27,69,47,2,70,0,10,418,2,50,0,180,0,68,552,1718,0
RAJASTHAN,RAJSAMAND,2009,15,10,1,11,0,11,47,42,5,1,0,11,87,175,76,99,59,8,145,0,13,663,3,46,2,205,0,148,807,2457,0
RAJASTHAN,SAWAI MADHOPUR,2009,14,29,0,17,0,17,83,66,17,0,0,4,83,545,381,164,6,10,168,0,11,1,10,18,0,171,0,96,2140,3406,0
RAJASTHAN,SIROHI,2009,27,29,2,18,0,18,28,25,3,1,0,9,112,143,46,97,27,13,155,0,15,465,4,64,1,132,0,149,639,2033,0
RAJASTHAN,TONK,2009,16,29,0,20,0,20,47,42,5,1,0,9,122,333,141,192,54,11,255,0,7,1027,4,26,0,252,0,177,1153,3543,0
SIKKIM,EAST,2009,7,4,2,5,0,5,2,2,0,0,0,2,52,24,4,20,18,0,9,1,3,35,0,4,0,4,0,30,87,289,0
SIKKIM,NORTH,2009,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,0,0,0,2,11,0,0,0,0,0,5,10,38,0
SIKKIM,SOUTH,2009,5,3,1,8,0,8,2,2,0,0,0,2,34,29,3,26,13,0,3,1,2,30,0,5,0,1,0,12,83,234,0
SIKKIM,WEST,2009,5,0,0,5,0,5,2,2,0,0,0,0,5,8,0,8,3,4,0,0,2,15,0,1,0,1,0,12,45,108,0
TAMIL NADU,ARIYALUR,2009,40,22,0,21,0,21,19,15,4,3,0,8,30,92,53,39,39,1,10,0,3,193,3,39,1,7,0,127,1397,2055,0
TAMIL NADU,CHENNAI RLY.,2009,1,2,0,0,0,0,0,0,0,0,0,29,3,192,4,188,11,3,5,0,0,20,2,5,1,0,0,4,212,490,0
TAMIL NADU,COIMBATORE RURAL,2009,48,39,0,7,0,7,31,24,7,8,0,52,163,508,205,303,134,8,60,2,13,428,4,41,12,56,0,583,2470,4667,0
TAMIL NADU,COIMBATORE URBAN,2009,24,26,0,9,0,9,23,9,14,2,0,26,197,1165,608,557,17,12,103,35,3,324,4,21,3,48,0,279,1997,4318,0
TAMIL NADU,CUDDALORE,2009,46,92,0,20,0,20,34,34,0,0,0,13,98,465,164,301,106,0,7,13,5,605,13,32,0,39,0,454,4580,6622,0
TAMIL NADU,DHARMAPURI,2009,39,30,8,7,0,7,36,30,6,0,0,7,34,170,73,97,119,1,39,8,34,971,6,56,5,34,0,280,1991,3875,0
TAMIL NADU,ERODE,2009,52,30,0,16,0,16,44,37,7,6,1,26,135,467,174,293,29,8,70,31,15,516,1,31,9,12,0,508,3663,5670,0
TAMIL NADU,KANCHIPURAM,2009,72,54,0,28,0,28,11,11,0,1,0,7,104,339,113,226,107,0,28,22,3,442,10,12,0,22,0,724,3629,5615,0
TAMIL NADU,KANYAKUMARI,2009,40,75,0,11,0,11,31,31,0,2,0,113,184,402,109,293,0,8,134,14,29,720,9,23,45,65,0,249,2714,4868,0
TAMIL NADU,KARUR,2009,26,15,1,7,0,7,13,10,3,1,0,7,24,232,89,143,16,7,9,6,2,151,2,13,7,14,0,236,1569,2358,0
TAMIL NADU,KRISHNAGIRI,2009,67,27,1,15,0,15,36,31,5,3,10,17,75,237,127,110,115,2,35,1,15,481,1,31,3,24,0,410,2908,4514,0
TAMIL NADU,MADURAI URBAN,2009,38,40,0,3,0,3,25,10,15,6,1,34,85,530,174,356,22,8,143,23,16,124,4,7,19,67,0,125,1680,3000,0
TAMIL NADU,NAGAPATTINAM,2009,55,54,1,7,0,7,39,36,3,2,1,25,65,263,76,187,28,5,15,1,17,365,5,31,7,25,0,226,2739,3976,0
TAMIL NADU,NAMAKKAL,2009,32,32,1,14,0,14,44,28,16,5,3,16,65,325,183,142,56,6,48,7,16,604,1,39,17,16,0,406,2657,4410,0
TAMIL NADU,NILGIRIS,2009,15,8,0,3,0,3,7,5,2,0,0,5,37,74,12,62,16,2,12,2,0,179,0,11,0,4,0,51,670,1096,0
TAMIL NADU,PERAMBALUR,2009,12,15,0,11,0,11,13,11,2,0,0,3,16,84,18,66,20,0,22,0,6,90,4,14,3,2,0,137,1068,1520,0
TAMIL NADU,PUDUKOTTAI,2009,40,38,0,5,0,5,27,22,5,0,0,5,56,155,49,106,38,12,17,2,17,253,4,21,1,18,0,282,2057,3048,0
TAMIL NADU,RAMNATHAPURAM,2009,31,97,2,10,0,10,56,52,4,2,0,20,92,216,39,177,53,0,60,12,25,436,1,22,2,23,0,188,2053,3401,0
TAMIL NADU,SALEM URBAN,2009,21,26,0,20,0,20,39,19,20,0,0,28,48,323,154,169,39,13,50,4,2,281,3,13,7,40,0,115,1332,2404,0
TAMIL NADU,SIVAGANGAI,2009,34,32,0,5,0,5,30,23,7,5,0,8,62,232,34,198,21,5,50,5,11,193,1,11,9,30,0,212,1578,2534,0
TAMIL NADU,THANJAVUR,2009,69,80,1,5,0,5,36,36,0,4,13,64,223,844,359,485,72,3,42,12,28,797,8,60,3,17,0,388,4639,7408,0
TAMIL NADU,THENI,2009,34,69,0,9,0,9,49,40,9,0,0,29,98,215,51,164,72,1,118,1,22,589,7,50,29,66,0,222,3534,5214,0
TAMIL NADU,THIRUNELVELI URBAN,2009,12,67,1,5,0,5,26,24,2,0,0,14,49,306,102,204,6,1,37,0,6,128,1,7,0,6,0,76,1063,1811,0
TAMIL NADU,THIRUVALLUR,2009,34,48,1,12,0,12,20,19,1,1,0,8,68,150,24,126,64,3,47,3,1,299,6,15,0,26,0,302,2959,4067,0
TAMIL NADU,THIRUVANNAMALAI,2009,45,83,0,12,0,12,21,19,2,0,0,5,76,190,42,148,146,1,56,2,26,539,3,18,0,29,0,401,2414,4067,0
TAMIL NADU,THIRUVARUR,2009,25,43,0,1,0,1,16,15,1,0,0,9,62,132,49,83,38,1,20,4,19,358,0,21,0,8,0,155,2268,3180,0
TAMIL NADU,THOOTHUGUDI,2009,57,163,0,20,0,20,35,30,5,2,0,31,189,525,103,422,5,9,96,4,25,546,3,3,0,35,0,291,3397,5436,0
TAMIL NADU,TRICHY RLY.,2009,0,0,0,0,0,0,0,0,0,0,0,9,0,86,1,85,4,1,1,0,0,17,0,2,0,0,0,2,48,170,0
TAMIL NADU,TRICHY RURAL,2009,41,45,0,10,0,10,17,16,1,3,0,3,37,186,76,110,25,0,20,1,14,178,6,24,0,27,0,393,2881,3911,0
TAMIL NADU,TRICHY URBAN,2009,16,23,1,6,0,6,20,16,4,1,1,7,54,506,147,359,16,0,57,24,2,86,0,11,98,24,0,128,2512,3593,0
TAMIL NADU,VELLORE,2009,81,44,2,18,0,18,46,40,6,3,0,14,111,448,184,264,11,3,25,41,13,560,10,21,1,31,0,741,4638,6862,0
TAMIL NADU,VIRUDHUNAGAR,2009,53,52,0,16,0,16,50,41,9,1,0,27,144,359,64,295,46,10,112,7,15,557,4,30,87,69,0,251,2538,4428,0
TRIPURA,DHALAI,2009,20,4,0,18,0,18,9,4,5,0,0,2,21,39,2,37,11,7,4,2,5,92,1,16,0,47,0,18,104,420,0
TRIPURA,NORTH,2009,33,16,1,48,0,48,32,23,9,2,0,13,44,90,2,88,24,15,13,10,6,211,6,78,0,174,0,39,161,1016,0
TRIPURA,SOUTH,2009,19,20,0,48,0,48,27,21,6,0,0,29,64,100,9,91,63,8,40,4,15,250,8,153,1,192,0,49,399,1489,0
UTTAR PRADESH,AMBEDKAR NAGAR,2009,36,28,15,19,0,19,56,49,7,0,0,14,22,113,54,59,24,11,99,0,0,129,15,9,19,102,0,79,266,1056,0
UTTAR PRADESH,AURAIYA,2009,41,31,12,11,0,11,44,35,9,1,0,14,22,95,57,38,15,14,14,1,0,82,26,20,16,30,0,145,374,1008,0
UTTAR PRADESH,BALLIA,2009,23,36,18,9,0,9,28,25,3,0,0,7,70,121,62,59,40,22,63,2,2,138,31,19,9,53,0,169,68,928,0
UTTAR PRADESH,BALRAMPUR,2009,15,13,6,8,0,8,23,23,0,0,0,4,15,50,28,22,8,13,25,0,2,35,10,11,6,34,0,27,110,415,0
UTTAR PRADESH,BANDA,2009,23,22,16,23,0,23,41,32,9,0,0,8,52,124,28,96,21,21,63,1,14,63,24,42,11,44,0,5,816,1434,0
UTTAR PRADESH,BASTI,2009,24,6,5,12,0,12,22,22,0,0,0,9,36,76,37,39,24,24,30,1,2,107,15,3,0,12,0,125,374,907,0
UTTAR PRADESH,CHANDOLI,2009,25,18,9,3,0,3,23,18,5,0,0,10,32,90,40,50,1,33,43,1,0,129,13,4,4,88,0,85,203,814,0
UTTAR PRADESH,CHITRAKOOT DHAM,2009,21,6,4,20,0,20,14,10,4,4,0,7,31,38,8,30,3,9,19,0,0,11,9,22,1,12,0,66,163,460,0
UTTAR PRADESH,DEORIA,2009,19,20,17,9,0,9,44,38,6,1,0,6,47,87,49,38,48,16,37,4,4,117,30,15,12,32,0,114,388,1067,0
UTTAR PRADESH,ETAH,2009,64,96,18,18,0,18,54,45,9,1,0,27,41,282,135,147,55,19,147,7,13,240,42,37,13,92,0,183,629,2078,0
UTTAR PRADESH,ETAWAH,2009,45,53,11,5,0,5,75,62,13,3,0,24,46,262,171,91,6,43,90,6,4,172,35,42,39,112,0,182,1217,2472,0
UTTAR PRADESH,FAIZABAD,2009,30,18,12,22,0,22,74,69,5,1,0,17,68,226,84,142,35,52,103,3,10,206,18,27,21,38,0,175,631,1787,0
UTTAR PRADESH,FATEHGARH,2009,62,59,26,17,0,17,69,61,8,0,0,8,48,136,72,64,27,11,35,4,3,104,23,30,16,61,0,129,399,1267,0
UTTAR PRADESH,G.R.P.,2009,18,13,4,1,0,1,3,0,3,5,1,33,0,1267,63,1204,13,21,19,6,0,6,1,10,57,0,0,0,770,2248,0
UTTAR PRADESH,GHAZIPUR,2009,37,35,22,3,0,3,21,16,5,9,0,49,35,115,46,69,100,19,53,5,4,102,29,12,22,63,0,51,174,960,0
UTTAR PRADESH,HAMIRPUR,2009,30,6,17,16,0,16,18,18,0,2,0,1,14,40,8,32,5,29,35,0,5,14,20,21,9,22,0,52,116,472,0
UTTAR PRADESH,J.P.NAGAR,2009,47,44,9,26,0,26,43,36,7,1,1,21,34,146,63,83,35,18,87,2,0,37,16,21,39,69,0,69,382,1147,0
UTTAR PRADESH,JALAUN,2009,37,13,12,11,0,11,33,27,6,2,2,6,21,86,48,38,14,28,51,3,2,3,34,41,15,43,0,121,538,1116,0
UTTAR PRADESH,JHANSI,2009,40,14,22,14,0,14,43,36,7,1,0,13,46,201,131,70,17,23,63,4,0,29,27,33,35,9,0,42,468,1144,0
UTTAR PRADESH,KANNAUJ,2009,41,26,12,8,0,8,56,48,8,2,0,9,13,78,33,45,20,33,44,1,2,20,25,28,8,85,0,128,539,1178,0
UTTAR PRADESH,KANPUR DEHAT,2009,33,34,20,17,0,17,88,82,6,0,0,12,22,117,45,72,90,40,59,0,3,264,22,34,16,113,0,204,602,1790,0
UTTAR PRADESH,KANSHIRAM NAGAR,2009,44,41,17,15,0,15,42,30,12,2,0,6,17,79,30,49,24,13,30,1,11,128,29,22,5,26,0,156,246,954,0
UTTAR PRADESH,KAUSHAMBI,2009,50,17,17,15,0,15,41,30,11,0,0,21,55,84,19,65,34,24,32,3,0,108,27,49,12,86,0,117,528,1320,0
UTTAR PRADESH,KUSHI NAGAR,2009,24,10,18,9,0,9,20,18,2,0,0,2,11,41,17,24,21,25,67,0,2,116,22,7,5,21,0,148,475,1044,0
UTTAR PRADESH,LALITPUR,2009,21,6,11,13,0,13,12,9,3,2,0,4,13,54,14,40,30,9,40,2,1,8,8,19,12,25,0,63,260,613,0
UTTAR PRADESH,MAHARAJGANJ,2009,28,6,9,17,0,17,28,28,0,1,0,12,19,46,16,30,12,13,83,3,3,59,17,12,13,38,0,99,314,832,0
UTTAR PRADESH,MAHOBA,2009,16,6,8,11,0,11,24,22,2,0,0,11,34,48,19,29,16,19,32,1,0,27,17,26,6,15,0,49,192,558,0
UTTAR PRADESH,MAU,2009,29,46,17,15,0,15,50,46,4,0,0,15,34,139,43,96,58,29,48,2,2,115,10,22,31,60,0,139,163,1024,0
UTTAR PRADESH,MIRZAPUR,2009,32,6,14,11,0,11,14,12,2,3,1,9,34,120,39,81,8,33,76,1,0,105,19,9,4,178,0,87,432,1196,0
UTTAR PRADESH,PILIBHIT,2009,30,24,7,15,0,15,61,56,5,1,0,8,21,91,26,65,6,38,67,0,0,3,27,37,15,186,0,98,1099,1834,0
UTTAR PRADESH,SAHARANPUR,2009,77,48,33,14,0,14,41,36,5,0,15,24,38,362,174,188,42,43,156,3,0,23,35,29,39,139,0,209,1051,2421,0
UTTAR PRADESH,SANT KABIRNAGAR,2009,11,7,7,13,0,13,29,29,0,0,0,15,18,83,32,51,10,22,45,1,0,163,9,9,15,2,0,67,438,964,0
UTTAR PRADESH,SHRAWASTI,2009,12,6,4,8,0,8,23,23,0,0,0,9,21,53,5,48,30,16,34,0,0,146,9,27,4,28,0,29,157,616,0
UTTAR PRADESH,SIDHARTHNAGAR,2009,14,8,7,9,0,9,30,29,1,0,0,14,25,103,47,56,17,14,19,1,0,53,14,23,6,20,0,76,247,700,0
UTTAR PRADESH,SONBHADRA,2009,37,10,25,25,0,25,30,25,5,0,0,8,25,85,40,45,11,34,73,1,6,83,11,16,20,36,0,113,313,962,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2009,9,15,2,3,0,3,9,5,4,0,0,4,17,71,33,38,9,7,20,0,0,57,10,9,7,24,0,46,122,441,0
UTTAR PRADESH,SULTANPUR,2009,38,71,27,16,0,16,71,63,8,1,0,21,86,248,109,139,49,64,65,0,25,370,28,35,35,60,0,199,774,2283,0
UTTAR PRADESH,VARANASI,2009,32,43,11,10,0,10,41,35,6,1,0,16,109,693,523,170,56,94,219,13,6,186,29,12,72,107,0,246,1152,3148,0
UTTARAKHAND,ALMORA,2009,9,3,3,4,0,4,5,5,0,1,0,12,20,37,0,37,15,5,11,0,1,38,4,4,0,11,0,25,38,246,0
UTTARAKHAND,BAGESHWAR,2009,3,0,1,3,0,3,1,1,0,0,0,1,6,2,0,2,1,2,4,0,1,2,2,1,1,2,0,6,30,69,0
UTTARAKHAND,CHAMOLI,2009,3,1,1,1,0,1,0,0,0,0,0,0,12,21,5,16,9,1,8,0,0,16,0,2,0,2,0,1,34,112,0
UTTARAKHAND,CHAMPAWAT,2009,4,5,2,1,0,1,2,2,0,0,0,1,2,12,7,5,5,2,2,2,2,16,2,5,0,0,0,10,7,82,0
UTTARAKHAND,NAINITAL,2009,24,20,3,14,0,14,37,37,0,7,0,17,37,180,75,105,42,8,31,4,0,11,23,14,17,19,0,80,340,928,0
UTTARAKHAND,PAURI GARHWAL,2009,8,3,2,4,0,4,13,13,0,1,1,9,11,36,11,25,2,6,17,0,0,37,6,3,4,9,0,12,41,225,0
UTTARAKHAND,PITHORAGARH,2009,2,3,2,0,0,0,1,1,0,0,0,2,12,13,0,13,11,0,1,0,3,19,1,3,0,4,0,0,73,150,0
UTTARAKHAND,RUDRA PRAYAG,2009,0,0,0,2,0,2,2,2,0,0,0,0,4,5,3,2,4,1,3,0,0,4,3,0,2,4,0,12,13,59,0
UTTARAKHAND,TEHRI GARHWAL,2009,0,2,2,1,0,1,3,3,0,0,0,0,11,16,8,8,1,2,7,0,0,3,1,3,0,2,0,19,41,114,0
UTTARAKHAND,UDHAMSINGH NAGAR,2009,50,49,12,21,0,21,60,58,2,4,0,36,73,403,232,171,106,32,73,17,0,264,19,21,0,65,0,218,500,2023,0
UTTARAKHAND,UTTARKASHI,2009,1,0,1,4,0,4,7,5,2,0,0,0,8,9,1,8,2,3,3,0,0,5,0,3,3,3,0,0,49,101,0
WEST BENGAL,ASANSOL,2009,32,7,10,13,0,13,27,17,10,4,39,12,6,283,138,145,61,18,45,0,5,65,17,14,0,211,0,111,381,1361,0
WEST BENGAL,BANKURA,2009,69,28,10,33,0,33,36,31,5,4,18,33,6,215,46,169,161,12,17,1,10,166,28,46,1,172,0,146,374,1586,0
WEST BENGAL,DAKSHIN DINAJPUR,2009,28,97,9,49,0,49,56,51,5,0,6,5,9,126,23,103,14,8,20,3,7,513,7,76,1,211,0,95,262,1602,0
WEST BENGAL,DARJEELING,2009,50,2,11,54,0,54,50,40,10,6,19,8,8,635,211,424,68,51,22,5,7,813,2,55,2,141,0,135,485,2629,0
WEST BENGAL,HOWRAH G.R.P.,2009,13,15,3,1,0,1,2,1,1,1,3,6,0,316,0,316,0,0,10,0,0,0,1,2,0,1,0,0,81,455,0
WEST BENGAL,KHARAGPUR G.R.P.,2009,6,1,0,0,0,0,0,0,0,0,1,2,0,117,0,117,1,1,4,0,0,1,0,0,0,3,0,1,23,161,0
WEST BENGAL,SEALDAH G.R.P.,2009,15,2,1,1,0,1,6,6,0,1,11,15,0,221,2,219,21,3,13,1,0,25,3,7,0,5,0,0,22,373,0
WEST BENGAL,SILIGURI G.R.P.,2009,2,0,1,0,0,0,1,1,0,2,0,2,0,73,0,73,0,0,1,0,0,0,0,3,0,0,0,0,31,116,0
A & N ISLANDS,ANDAMAN,2009,15,4,3,18,0,18,16,14,2,0,0,11,83,134,10,124,11,6,19,2,12,87,1,29,7,21,0,2,440,921,0
A & N ISLANDS,NICOBAR,2009,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,11,20,0
CHANDIGARH,CHANDIGARH,2009,22,18,8,29,0,29,40,36,4,4,3,27,241,1731,1117,614,66,38,193,4,4,63,2,26,2,51,0,7,976,3555,0
D & N HAVELI,D and N HAVELI,2009,10,5,1,4,0,4,12,9,3,9,0,2,43,63,21,42,53,17,20,1,5,23,0,2,1,3,0,17,151,442,0
DAMAN & DIU,DAMAN,2009,5,4,1,1,0,1,0,0,0,0,0,4,30,31,18,13,19,7,3,1,3,11,0,4,1,1,0,27,55,208,0
DAMAN & DIU,DIU,2009,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,1,10,1,1,2,0,3,0,0,0,2,0,13,23,68,0
DELHI UT,CAW,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,192,0,0,0,194,0
DELHI UT,CRIME BRANCH,2009,1,8,0,2,0,2,0,0,0,0,0,1,0,4,0,4,0,0,39,6,0,0,0,0,0,0,0,0,30,91,0
DELHI UT,EOW,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,184,0,0,0,0,1,1,0,0,0,0,190,0
DELHI UT,GRP(RLY),2009,9,5,0,4,0,4,11,5,6,2,0,10,1,725,29,696,0,8,7,0,0,10,1,0,0,1,0,0,70,864,0
DELHI UT,IGI AIRPORT,2009,1,0,1,0,0,0,2,0,2,1,0,1,0,66,19,47,0,0,437,1,0,0,0,2,0,0,0,9,48,569,0
DELHI UT,NEW DELHI,2009,5,3,2,6,0,6,46,17,29,2,0,14,45,581,197,384,3,26,127,12,1,31,1,17,7,7,0,68,488,1492,0
DELHI UT,STF,2009,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,0,9,25,0
LAKSHADWEEP,LAKSHADWEEP,2009,0,1,0,1,0,1,0,0,0,3,0,0,1,10,5,5,44,0,0,0,2,14,0,0,0,0,0,0,58,134,0
PUDUCHERRY,KARAIKAL,2009,6,2,0,0,0,0,1,1,0,0,0,0,21,51,22,29,25,0,5,0,1,207,0,16,2,0,0,49,338,724,0
PUDUCHERRY,PUDUCHERRY,2009,31,23,5,1,0,1,17,12,5,7,5,9,50,660,480,180,116,7,42,5,10,694,0,37,14,10,0,184,1940,3867,0
ANDHRA PRADESH,GUNTAKAL RLY.,2010,8,1,0,0,0,0,4,2,2,0,0,2,0,221,0,221,0,0,3,2,1,4,0,2,2,0,0,3,34,287,0
ANDHRA PRADESH,GUNTUR URBAN,2010,43,26,1,12,0,12,27,5,22,2,0,19,123,743,220,523,9,34,236,2,9,321,13,48,54,245,0,232,1009,3208,0
ANDHRA PRADESH,RAJAHMUNDRY,2010,21,20,1,10,0,10,30,12,18,3,0,10,129,382,6,376,5,35,82,4,4,620,4,47,39,96,0,164,316,2022,0
ANDHRA PRADESH,RANGA REDDY,2010,33,26,5,19,0,19,21,19,2,0,0,4,66,120,24,96,20,4,59,1,17,638,19,39,26,75,0,167,317,1676,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2010,2,0,0,1,0,1,1,1,0,0,0,8,0,357,0,357,0,0,3,4,1,8,0,2,2,0,0,3,70,462,0
ANDHRA PRADESH,SRIKAKULAM,2010,31,43,0,35,0,35,31,31,0,2,0,7,139,306,5,301,53,12,99,1,21,833,5,93,92,233,0,317,2557,4910,0
ANDHRA PRADESH,TIRUPATHI URBAN,2010,31,35,0,10,0,10,26,15,11,2,0,4,119,636,221,415,25,7,150,1,4,696,5,38,25,85,0,237,471,2607,0
ANDHRA PRADESH,VIJAYAWADA CITY,2010,33,49,1,25,0,25,87,65,22,3,0,20,228,1324,539,785,8,52,398,16,20,1565,17,172,219,626,0,363,607,5833,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2010,3,1,0,1,0,1,0,0,0,1,0,10,0,360,0,360,1,1,4,0,0,12,3,6,0,4,0,5,37,449,0
ANDHRA PRADESH,VISAKHA RURAL,2010,79,26,2,42,0,42,27,12,15,1,0,1,110,250,15,235,70,10,112,4,27,1263,8,92,52,222,0,347,567,3312,0
ANDHRA PRADESH,VISAKHAPATNAM,2010,24,25,4,53,0,53,34,24,10,8,0,40,335,1234,134,1100,2,75,294,16,28,2443,11,59,52,393,0,466,1516,7112,0
ANDHRA PRADESH,VIZIANAGARAM,2010,26,40,2,32,0,32,19,15,4,1,0,6,122,269,0,269,0,11,117,6,15,526,14,101,85,312,0,312,1846,3862,0
ANDHRA PRADESH,WARANGAL,2010,49,19,5,28,0,28,49,39,10,3,0,6,141,132,5,127,146,0,131,2,10,803,7,98,10,50,0,248,780,2717,0
ANDHRA PRADESH,WARANGAL URBAN,2010,21,16,1,17,0,17,28,28,0,0,0,6,122,245,0,245,44,3,165,1,42,566,12,50,25,412,0,245,495,2516,0
ARUNACHAL PRADESH,ANJAW,2010,1,0,0,1,0,1,0,0,0,0,0,0,3,7,0,7,1,0,1,0,0,5,0,0,0,2,0,3,5,29,0
ARUNACHAL PRADESH,CHANGLANG,2010,5,1,0,4,0,4,7,4,3,1,0,3,28,43,2,41,3,11,4,0,3,47,0,10,0,1,0,4,74,249,0
ARUNACHAL PRADESH,DIBANG VALLEY,2010,3,1,0,3,0,3,3,3,0,1,0,2,10,32,12,20,4,1,0,0,3,19,0,2,0,0,0,4,31,119,0
ARUNACHAL PRADESH,K/KUMEY,2010,8,1,0,0,0,0,1,1,0,1,0,0,9,8,0,8,0,3,2,0,1,4,0,0,0,0,0,2,14,54,0
ARUNACHAL PRADESH,KAMENG EAST,2010,5,1,0,1,0,1,5,3,2,3,0,10,12,21,1,20,1,0,7,0,0,36,0,2,0,0,0,4,33,141,0
ARUNACHAL PRADESH,KAMENG WEST,2010,6,4,1,0,0,0,4,3,1,1,0,4,9,9,0,9,0,2,3,0,0,23,0,5,0,0,0,27,33,131,0
ARUNACHAL PRADESH,LOHIT,2010,7,4,0,9,0,9,5,3,2,0,0,2,18,32,9,23,2,0,3,0,7,34,0,7,0,0,0,12,34,176,0
ARUNACHAL PRADESH,PAPUM PARE,2010,7,5,0,4,0,4,15,9,6,2,0,14,20,117,79,38,0,20,43,0,1,60,0,13,0,1,0,16,106,444,0
ARUNACHAL PRADESH,RURAL,2010,3,2,0,3,0,3,2,2,0,2,0,1,9,7,1,6,2,1,4,0,3,24,0,5,0,0,0,0,27,95,0
